metro,metname,year,metmedfinc,conum,trnum,gisjoin2,gisjoin3,totfam,medfinc,medfincratio,medcat,gisjoin_mod
14484,"Boston-Quincy, MA",1990,45863,25021,25021400100,25002104001,2.50E+12,854,66579,1.452,5,25002104001
14484,"Boston-Quincy, MA",1990,45863,25021,25021400200,25002104002,2.50E+12,1183,60508,1.319,5,25002104002
14484,"Boston-Quincy, MA",1990,45863,25021,25021400300,25002104003,2.50E+12,782,58926,1.285,5,25002104003
14484,"Boston-Quincy, MA",1990,45863,25021,25021400400,25002104004,2.50E+12,1028,56684,1.236,4,25002104004
14484,"Boston-Quincy, MA",1990,45863,25021,25021400500,25002104005,2.50E+12,943,67731,1.477,5,25002104005
14484,"Boston-Quincy, MA",1990,45863,25021,25021400600,25002104006,2.50E+12,1082,70159,1.53,6,25002104006
14484,"Boston-Quincy, MA",1990,45863,25021,25021400700,25002104007,2.50E+12,713,58763,1.281,5,25002104007
14484,"Boston-Quincy, MA",1990,45863,25021,25021400800,25002104008,2.50E+12,1019,47981,1.046,4,25002104008
14484,"Boston-Quincy, MA",1990,45863,25021,25021400900,25002104009,2.50E+12,865,41228,0.899,3,25002104009
14484,"Boston-Quincy, MA",1990,45863,25021,25021401000,25002104010,2.50E+12,787,57155,1.246,4,25002104010
14484,"Boston-Quincy, MA",1990,45863,25021,25021401100,25002104011,2.50E+12,1068,100176,2.184,6,25002104011
14484,"Boston-Quincy, MA",1990,45863,25021,25021401200,25002104012,2.50E+12,1565,75644,1.649,6,25002104012
14484,"Boston-Quincy, MA",1990,45863,25021,25021402100,25002104021,2.50E+12,2339,44951,0.98,3,25002104021
14484,"Boston-Quincy, MA",1990,45863,25021,25021402200,25002104022,2.50E+12,637,44743,0.976,3,25002104022
14484,"Boston-Quincy, MA",1990,45863,25021,25021402300,25002104023,2.50E+12,1277,59058,1.288,5,25002104023
14484,"Boston-Quincy, MA",1990,45863,25021,25021402400,25002104024,2.50E+12,1475,54238,1.183,4,25002104024
14484,"Boston-Quincy, MA",1990,45863,25021,25021402500,25002104025,2.50E+12,843,68842,1.501,6,25002104025
14484,"Boston-Quincy, MA",1990,45863,25021,25021403100,25002104031,2.50E+12,1918,65598,1.43,5,25002104031
14484,"Boston-Quincy, MA",1990,45863,25021,25021403200,25002104032,2.50E+12,1089,72943,1.59,6,25002104032
14484,"Boston-Quincy, MA",1990,45863,25021,25021403300,25002104033,2.50E+12,1081,89149,1.944,6,25002104033
14484,"Boston-Quincy, MA",1990,45863,25021,25021403400,25002104034,2.50E+12,2144,72633,1.584,6,25002104034
14484,"Boston-Quincy, MA",1990,45863,25021,25021403500,25002104035,2.50E+12,1443,62182,1.356,5,25002104035
14484,"Boston-Quincy, MA",1990,45863,25021,25021404100,25002104041,2.50E+12,394,90551,1.974,6,25002104041
14484,"Boston-Quincy, MA",1990,45863,25021,25021404201,2.50E+12,2.50E+12,1661,104228,2.273,6,2500210404201
14484,"Boston-Quincy, MA",1990,45863,25021,25021404202,2.50E+12,2.50E+12,864,105831,2.308,6,2500210404202
14484,"Boston-Quincy, MA",1990,45863,25021,25021404300,25002104043,2.50E+12,2491,80947,1.765,6,25002104043
14484,"Boston-Quincy, MA",1990,45863,25021,25021404400,25002104044,2.50E+12,1082,86076,1.877,6,25002104044
14484,"Boston-Quincy, MA",1990,45863,25021,25021405100,25002104051,2.50E+12,1389,102795,2.241,6,25002104051
14484,"Boston-Quincy, MA",1990,45863,25021,25021406101,2.50E+12,2.50E+12,1294,71254,1.554,6,2500210406101
14484,"Boston-Quincy, MA",1990,45863,25021,25021406102,2.50E+12,2.50E+12,1541,75624,1.649,6,2500210406102
14484,"Boston-Quincy, MA",1990,45863,25021,25021407100,25002104071,2.50E+12,2122,54773,1.194,4,25002104071
14484,"Boston-Quincy, MA",1990,45863,25021,25021408101,2.50E+12,2.50E+12,1561,62814,1.37,5,2500210408101
14484,"Boston-Quincy, MA",1990,45863,25021,25021408102,2.50E+12,2.50E+12,1090,52825,1.152,4,2500210408102
14484,"Boston-Quincy, MA",1990,45863,25021,25021409100,25002104091,2.50E+12,2046,69137,1.507,6,25002104091
14484,"Boston-Quincy, MA",1990,45863,25021,25021410100,25002104101,2.50E+12,1409,54397,1.186,4,25002104101
14484,"Boston-Quincy, MA",1990,45863,25021,25021410200,25002104102,2.50E+12,29,31042,0.677,2,25002104102
14484,"Boston-Quincy, MA",1990,45863,25021,25021410300,25002104103,2.50E+12,904,51871,1.131,4,25002104103
14484,"Boston-Quincy, MA",1990,45863,25021,25021410400,25002104104,2.50E+12,1589,51506,1.123,4,25002104104
14484,"Boston-Quincy, MA",1990,45863,25021,25021411100,25002104111,2.50E+12,1865,54397,1.186,4,25002104111
14484,"Boston-Quincy, MA",1990,45863,25021,25021411200,25002104112,2.50E+12,1421,54155,1.181,4,25002104112
14484,"Boston-Quincy, MA",1990,45863,25021,25021411300,25002104113,2.50E+12,1948,63052,1.375,5,25002104113
14484,"Boston-Quincy, MA",1990,45863,25021,25021412100,25002104121,2.50E+12,1534,64349,1.403,5,25002104121
14484,"Boston-Quincy, MA",1990,45863,25021,25021412200,25002104122,2.50E+12,754,75809,1.653,6,25002104122
14484,"Boston-Quincy, MA",1990,45863,25021,25021412300,25002104123,2.50E+12,1240,65605,1.43,5,25002104123
14484,"Boston-Quincy, MA",1990,45863,25021,25021413100,25002104131,2.50E+12,1631,49678,1.083,4,25002104131
14484,"Boston-Quincy, MA",1990,45863,25021,25021413200,25002104132,2.50E+12,1556,42611,0.929,3,25002104132
14484,"Boston-Quincy, MA",1990,45863,25021,25021413300,25002104133,2.50E+12,1367,57568,1.255,5,25002104133
14484,"Boston-Quincy, MA",1990,45863,25021,25021413400,25002104134,2.50E+12,1981,53437,1.165,4,25002104134
14484,"Boston-Quincy, MA",1990,45863,25021,25021413500,25002104135,2.50E+12,1036,45329,0.988,3,25002104135
14484,"Boston-Quincy, MA",1990,45863,25021,25021414100,25002104141,2.50E+12,1209,65171,1.421,5,25002104141
14484,"Boston-Quincy, MA",1990,45863,25021,25021414200,25002104142,2.50E+12,1919,74699,1.629,6,25002104142
14484,"Boston-Quincy, MA",1990,45863,25021,25021414300,25002104143,2.50E+12,1376,57669,1.257,5,25002104143
14484,"Boston-Quincy, MA",1990,45863,25021,25021415101,2.50E+12,2.50E+12,1109,62445,1.362,5,2500210415101
14484,"Boston-Quincy, MA",1990,45863,25021,25021415102,2.50E+12,2.50E+12,1788,55673,1.214,4,2500210415102
14484,"Boston-Quincy, MA",1990,45863,25021,25021415200,25002104152,2.50E+12,982,67909,1.481,5,25002104152
14484,"Boston-Quincy, MA",1990,45863,25021,25021415300,25002104153,2.50E+12,979,74662,1.628,6,25002104153
14484,"Boston-Quincy, MA",1990,45863,25021,25021416100,25002104161,2.50E+12,1962,74587,1.626,6,25002104161
14484,"Boston-Quincy, MA",1990,45863,25021,25021416200,25002104162,2.50E+12,1791,56827,1.239,4,25002104162
14484,"Boston-Quincy, MA",1990,45863,25021,25021416300,25002104163,2.50E+12,1237,61446,1.34,5,25002104163
14484,"Boston-Quincy, MA",1990,45863,25021,25021416400,25002104164,2.50E+12,1659,56916,1.241,4,25002104164
14484,"Boston-Quincy, MA",1990,45863,25021,25021417100,25002104171,2.50E+12,1223,51393,1.121,4,25002104171
14484,"Boston-Quincy, MA",1990,45863,25021,25021417200,25002104172,2.50E+12,1883,47229,1.03,4,25002104172
14484,"Boston-Quincy, MA",1990,45863,25021,25021417300,25002104173,2.50E+12,464,55462,1.209,4,25002104173
14484,"Boston-Quincy, MA",1990,45863,25021,25021417400,25002104174,2.50E+12,769,58351,1.272,5,25002104174
14484,"Boston-Quincy, MA",1990,45863,25021,25021417501,2.50E+12,2.50E+12,1277,47697,1.04,4,2500210417501
14484,"Boston-Quincy, MA",1990,45863,25021,25021417502,2.50E+12,2.50E+12,985,41993,0.916,3,2500210417502
14484,"Boston-Quincy, MA",1990,45863,25021,25021417600,25002104176,2.50E+12,2286,43250,0.943,3,25002104176
14484,"Boston-Quincy, MA",1990,45863,25021,25021417700,25002104177,2.50E+12,1550,46983,1.024,4,25002104177
14484,"Boston-Quincy, MA",1990,45863,25021,25021417801,2.50E+12,2.50E+12,1569,46825,1.021,4,2500210417801
14484,"Boston-Quincy, MA",1990,45863,25021,25021417802,2.50E+12,2.50E+12,808,23585,0.514,1,2500210417802
14484,"Boston-Quincy, MA",1990,45863,25021,25021417901,2.50E+12,2.50E+12,1312,38812,0.846,3,2500210417901
14484,"Boston-Quincy, MA",1990,45863,25021,25021417902,2.50E+12,2.50E+12,960,41754,0.91,3,2500210417902
14484,"Boston-Quincy, MA",1990,45863,25021,25021418001,2.50E+12,2.50E+12,1460,33768,0.736,2,2500210418001
14484,"Boston-Quincy, MA",1990,45863,25021,25021418002,2.50E+12,2.50E+12,1284,40154,0.876,3,2500210418002
14484,"Boston-Quincy, MA",1990,45863,25021,25021418100,25002104181,2.50E+12,1684,46389,1.011,4,25002104181
14484,"Boston-Quincy, MA",1990,45863,25021,25021418200,25002104182,2.50E+12,1402,46111,1.005,4,25002104182
14484,"Boston-Quincy, MA",1990,45863,25021,25021419100,25002104191,2.50E+12,1500,61409,1.339,5,25002104191
14484,"Boston-Quincy, MA",1990,45863,25021,25021419200,25002104192,2.50E+12,1374,54542,1.189,4,25002104192
14484,"Boston-Quincy, MA",1990,45863,25021,25021419300,25002104193,2.50E+12,1053,42386,0.924,3,25002104193
14484,"Boston-Quincy, MA",1990,45863,25021,25021419400,25002104194,2.50E+12,841,47318,1.032,4,25002104194
14484,"Boston-Quincy, MA",1990,45863,25021,25021419500,25002104195,2.50E+12,851,51442,1.122,4,25002104195
14484,"Boston-Quincy, MA",1990,45863,25021,25021419600,25002104196,2.50E+12,1389,56501,1.232,4,25002104196
14484,"Boston-Quincy, MA",1990,45863,25021,25021419700,25002104197,2.50E+12,998,51220,1.117,4,25002104197
14484,"Boston-Quincy, MA",1990,45863,25021,25021419800,25002104198,2.50E+12,1054,48718,1.062,4,25002104198
14484,"Boston-Quincy, MA",1990,45863,25021,25021420100,25002104201,2.50E+12,2060,46429,1.012,4,25002104201
14484,"Boston-Quincy, MA",1990,45863,25021,25021420200,25002104202,2.50E+12,2265,54488,1.188,4,25002104202
14484,"Boston-Quincy, MA",1990,45863,25021,25021420301,2.50E+12,2.50E+12,1777,49531,1.08,4,2500210420301
14484,"Boston-Quincy, MA",1990,45863,25021,25021420302,2.50E+12,2.50E+12,1933,51996,1.134,4,2500210420302
